pl_name,hostname,sy_snum,sy_pnum,discoverymethod,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens
CoRoT-9 b,CoRoT-9,2,1,Transit,5625.00,0.96,0.96,-0.010,[Fe/H],,4.54,6.000,1.5100
CoRoTID 223977153 b,CoRoTID 223977153,1,1,Transit,5970.00,0.79,1.08,0.000,[Fe/H],-0.200,4.67,,
DE CVn b,DE CVn,1,1,Eclipse Timing Variations,,,0.51,,,,,,
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,Astrometry,,,0.07,,,,,1.000,
DH Tau b,DH Tau,1,1,Imaging,,0.27,0.33,,,,,0.001,
DH Tau b,DH Tau,1,1,Imaging,4371.00,1.37,0.68,,,0.614,4.00,,0.2674
DP Leo b,DP Leo,2,2,Eclipse Timing Variations,,,0.69,,,,,,
DP Leo b,DP Leo,2,2,Eclipse Timing Variations,,,,,,,,,
DS Tuc A b,DS Tuc A,2,1,Transit,5542.00,0.87,0.96,-0.080,[Fe/H],,4.60,0.040,2.0950
DS Tuc A b,DS Tuc A,2,1,Transit,5428.00,0.96,1.01,0.000,,-0.140,,0.045,2.4000
DS Tuc A b,DS Tuc A,2,1,Transit,5414.00,1.19,,,,,,,
EPIC 201238110 b,EPIC 201238110,1,1,Transit,,,0.41,,,,,,
EPIC 201238110 b,EPIC 201238110,1,1,Transit,3587.00,0.46,0.45,,,0.031,4.78,,4.7757
EPIC 201497682 b,EPIC 201497682,1,1,Transit,4670.35,0.69,0.74,-0.089,[M/H],0.202,4.63,,2.2905
EPIC 201497682 b,EPIC 201497682,1,1,Transit,,,0.78,,,,,,
EPIC 201615463 c,K2-166,1,2,Transit,,,1.07,,,,,,
EPIC 201754305 d,K2-16,1,3,Transit,,,0.67,,,,,,
EPIC 201833600 c,K2-50,1,2,Transit,4292.67,0.72,0.67,-0.113,[M/H],0.158,4.55,,1.8100
EPIC 201833600 c,K2-50,1,2,Transit,,,0.61,,,,,,
EPIC 201841433 b,EPIC 201841433,1,1,Transit,4763.00,0.74,0.77,,,0.256,4.58,,1.8811
EPIC 201841433 b,EPIC 201841433,1,1,Transit,,,0.80,,,,,,
EPIC 205950854 c,K2-168,1,2,Transit,5286.50,1.00,0.91,-0.290,[M/H],0.707,4.39,,0.9011
EPIC 205950854 c,K2-168,1,2,Transit,5502.70,0.83,0.88,,,,,,
EPIC 205950854 c,K2-168,1,2,Transit,,,0.91,,,,,,
EPIC 206024342 b,EPIC 206024342,1,1,Transit,,,0.93,,,,,,
EPIC 206024342 b,EPIC 206024342,1,1,Transit,5759.00,0.85,1.03,,,0.712,4.59,,1.6901
EPIC 206032309 b,EPIC 206032309,1,1,Transit,,,0.22,,,,,,
EPIC 206042996 b,EPIC 206042996,1,1,Transit,4055.00,0.67,0.63,,,0.111,4.58,,2.0602
EPIC 206042996 b,EPIC 206042996,1,1,Transit,,,0.56,,,,,,
EPIC 206215704 b,EPIC 206215704,1,1,Transit,3467.00,0.25,0.22,,,0.008,4.99,,14.1009
EPIC 206215704 b,EPIC 206215704,1,1,Transit,,,0.41,,,,,,
EPIC 206317286 b,EPIC 206317286,1,1,Transit,4864.00,0.76,0.79,,,0.293,4.57,,1.7873
EPIC 206317286 b,EPIC 206317286,1,1,Transit,,,0.71,,,,,,
EPIC 211822797 b,EPIC 211822797,1,1,Transit,3811.00,0.60,0.59,,,0.068,4.65,,2.7519
EPIC 211822797 b,EPIC 211822797,1,1,Transit,3811.00,0.60,0.59,,,0.068,4.65,,2.7519
EPIC 211822797 b,EPIC 211822797,1,1,Transit,3811.00,0.60,0.59,,,0.068,4.65,,2.7519
EPIC 211822797 b,EPIC 211822797,1,1,Transit,3880.00,,,,,,,,
EPIC 211822797 b,EPIC 211822797,1,1,Transit,3880.00,0.59,0.61,0.140,[Fe/H],-1.150,,0.790,4.2000
EPIC 211822797 b,EPIC 211822797,1,1,Transit,4148.21,0.57,0.66,,,,,,
EPIC 211822797 b,EPIC 211822797,1,1,Transit,3811.00,0.60,0.59,,,0.068,4.65,,2.7519
EPIC 211945201 b,EPIC 211945201,1,1,Transit,6128.00,1.36,1.16,,,2.362,4.23,,0.4567
EPIC 211945201 b,EPIC 211945201,1,1,Transit,6128.00,1.36,1.16,,,2.362,4.23,,0.4567
EPIC 211945201 b,EPIC 211945201,1,1,Transit,6128.00,1.36,1.16,,,2.362,4.23,,0.4567
EPIC 211945201 b,EPIC 211945201,1,1,Transit,6069.00,1.39,1.17,0.100,[Fe/H],,4.22,,2.2530
EPIC 211945201 b,EPIC 211945201,1,1,Transit,6025.00,1.38,1.18,0.100,[Fe/H],,4.25,3.990,0.6300
EPIC 211945201 b,EPIC 211945201,1,1,Transit,6128.00,1.36,1.16,,,2.362,4.23,,0.4567
EPIC 211945201 b,EPIC 211945201,1,1,Transit,6320.00,,,,,,4.22,,
EPIC 211945201 b,EPIC 211945201,1,1,Transit,6046.00,,,0.050,[Fe/H],,4.14,,
EPIC 212297394 b,EPIC 212297394,1,1,Transit,,,0.83,,,,,,
EPIC 212297394 b,EPIC 212297394,1,1,Transit,5008.00,0.78,0.83,,,0.342,4.58,,1.7760
EPIC 212424622 b,EPIC 212424622,1,1,Transit,5915.00,1.22,1.08,,,1.637,4.30,,0.5972
EPIC 212424622 b,EPIC 212424622,1,1,Transit,,,1.11,,,,,,
EPIC 212499991 b,EPIC 212499991,1,1,Transit,,,0.91,,,,,,
EPIC 212587672 b,EPIC 212587672,1,1,Transit,6055.00,0.95,1.13,,,1.093,4.54,,1.3185
EPIC 212587672 b,EPIC 212587672,1,1,Transit,,,0.95,,,,,,
EPIC 212737443 b,EPIC 212737443,1,2,Transit,4581.00,0.67,0.72,,,0.178,4.65,,2.4176
EPIC 212737443 b,EPIC 212737443,1,2,Transit,4684.00,0.67,0.69,-0.137,[Fe/H],,4.62,,3.1900
EPIC 212737443 b,EPIC 212737443,1,2,Transit,4581.00,0.67,0.72,,,0.178,4.65,,2.4176
EPIC 212737443 c,EPIC 212737443,1,2,Transit,4684.00,0.67,0.69,-0.137,[Fe/H],,4.62,,3.1900
EPIC 220554210 c,K2-282,1,2,Transit,5317.00,0.97,0.92,,,0.673,4.43,,1.0174
EPIC 220554210 c,K2-282,1,2,Transit,,,0.94,,,,,,
EPIC 220674823 b,EPIC 220674823,1,2,Transit,5590.00,0.91,0.97,0.080,[Fe/H],,4.54,,
EPIC 220674823 b,EPIC 220674823,1,2,Transit,5590.00,0.83,0.93,0.025,[Fe/H],-0.120,4.56,5.000,
EPIC 220674823 b,EPIC 220674823,1,2,Transit,5617.00,0.98,0.97,0.130,[Fe/H],,4.45,,
EPIC 220674823 b,EPIC 220674823,1,2,Transit,5496.00,0.95,0.92,0.060,[Fe/H],,4.42,,
EPIC 220674823 b,EPIC 220674823,1,2,Transit,5470.00,0.87,0.94,-0.025,[Fe/H],,4.53,,
EPIC 220674823 b,EPIC 220674823,1,2,Transit,5496.00,0.98,0.90,0.060,[Fe/H],,4.42,,1.3500
EPIC 220674823 b,EPIC 220674823,1,2,Transit,5565.00,0.99,0.98,,,0.845,4.44,,1.0139
EPIC 220674823 b,EPIC 220674823,1,2,Transit,5590.00,,,0.080,[Fe/H],,4.54,,
EPIC 220674823 b,EPIC 220674823,1,2,Transit,5565.00,0.99,0.98,,,0.845,4.44,,1.0139
EPIC 220674823 c,EPIC 220674823,1,2,Transit,5470.00,0.87,0.94,-0.025,[Fe/H],,4.53,,
EPIC 220674823 c,EPIC 220674823,1,2,Transit,5590.00,0.91,0.97,0.080,[Fe/H],,4.54,,
EPIC 220674823 c,EPIC 220674823,1,2,Transit,5590.00,0.83,0.93,0.025,[Fe/H],-0.120,4.56,5.000,
EPIC 220674823 c,EPIC 220674823,1,2,Transit,5617.00,0.98,0.97,0.130,[Fe/H],,4.45,,
EPIC 220674823 c,EPIC 220674823,1,2,Transit,5565.00,0.99,0.98,,,0.845,4.44,,1.0139
EPIC 220674823 c,EPIC 220674823,1,2,Transit,5496.00,0.95,0.92,0.060,[Fe/H],,4.42,,
EPIC 220674823 c,EPIC 220674823,1,2,Transit,5565.00,0.99,0.98,,,0.845,4.44,,1.0139
EPIC 220674823 c,EPIC 220674823,1,2,Transit,5590.00,,,0.080,[Fe/H],,4.54,,
EPIC 246851721 b,EPIC 246851721,2,1,Transit,6202.00,1.59,1.32,0.141,[Fe/H],0.526,4.16,3.020,0.4650
EPIC 248847494 b,EPIC 248847494,1,1,Transit,4898.00,2.70,0.90,-0.230,[Fe/H],,3.52,,0.0640
FU Tau b,FU Tau,1,1,Imaging,2838.00,,0.05,,,-0.700,,0.001,
Fomalhaut b,Fomalhaut,3,1,Imaging,,,2.00,,,,,0.200,
Fomalhaut b,Fomalhaut,3,1,Imaging,,,1.92,,,,,,
GJ 1132 b,GJ 1132,1,2,Transit,3270.00,0.21,0.18,-0.120,[Fe/H],-2.360,,5.000,29.6000
GJ 1132 b,GJ 1132,1,2,Transit,,0.26,0.18,,,,4.88,,15.4000
GJ 1132 b,GJ 1132,1,2,Transit,,,,,,,,,
GJ 1132 b,GJ 1132,1,2,Transit,3270.00,0.21,0.18,,,-2.360,,,
GJ 1132 c,GJ 1132,1,2,Transit,3270.00,0.21,0.18,,,-2.360,,,
GJ 1148 b,GJ 1148,1,2,Radial Velocity,3287.00,0.36,0.34,,,0.014,4.87,,7.4658
GJ 1148 b,GJ 1148,1,2,Radial Velocity,3287.00,0.36,0.34,,,0.014,4.87,,7.4658
GJ 1148 c,GJ 1148,1,2,Radial Velocity,3287.00,0.36,0.34,,,0.014,4.87,,7.4658
GJ 1214 b,GJ 1214,1,1,Transit,3074.00,0.21,0.18,,,0.004,5.04,,18.5853
GJ 1214 b,GJ 1214,1,1,Transit,3026.00,0.21,0.16,,,-2.484,4.99,,23.9000
GJ 1214 b,GJ 1214,1,1,Transit,,0.21,0.16,,,,4.99,,24.1000
GJ 1214 b,GJ 1214,1,1,Transit,3170.00,0.18,0.16,0.000,[Fe/H],,5.12,,38.4000
GJ 1214 b,GJ 1214,1,1,Transit,3026.00,0.22,0.15,0.390,[Fe/H],,4.94,,
GJ 1214 b,GJ 1214,1,1,Transit,3000.00,,,,,,5.00,,
GJ 1214 b,GJ 1214,1,1,Transit,3074.00,0.21,0.18,,,0.004,5.04,,18.5853
GJ 1214 b,GJ 1214,1,1,Transit,,0.21,0.16,,,,,3.000,25.2000
GJ 1214 b,GJ 1214,1,1,Transit,3250.00,0.22,0.18,0.100,[Fe/H],-2.310,4.99,,22.8900
GJ 1214 b,GJ 1214,1,1,Transit,3026.00,0.20,,0.000,[M/H],,5.00,,
GJ 1214 b,GJ 1214,1,1,Transit,,0.20,,,,,,,
GJ 1214 b,GJ 1214,1,1,Transit,2949.00,0.21,0.15,,,-2.600,4.94,,23.2900
GJ 1214 b,GJ 1214,1,1,Transit,3074.00,0.21,0.18,,,0.004,5.04,,18.5853
GJ 1214 b,GJ 1214,1,1,Transit,3026.00,0.21,,0.000,[M/H],,5.00,,
GJ 1265 b,GJ 1265,1,1,Radial Velocity,3236.00,0.19,0.18,-0.040,[Fe/H],-2.440,5.09,,
GJ 143 b,GJ 143,1,2,Transit,4640.00,0.69,0.73,0.003,[Fe/H],-0.686,4.61,3.800,3.0300
GJ 143 b,GJ 143,1,2,Transit,4628.53,0.74,,,,,4.32,,
GJ 143 b,GJ 143,1,2,Transit,,0.73,0.76,,,-0.706,,,
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,3607.00,0.38,0.38,-0.340,[Fe/H],-1.655,4.87,,
GJ 15 A b,GJ 15 A,2,2,Radial Velocity,3567.00,0.39,0.38,-0.320,[Fe/H],-1.663,4.90,,
GJ 15 A c,GJ 15 A,2,2,Radial Velocity,3607.00,0.38,0.38,-0.340,[Fe/H],-1.655,4.87,,
GJ 160.2 b,GJ 160.2,1,1,Radial Velocity,4347.00,,0.69,,,-0.800,,,
GJ 163 b,GJ 163,1,3,Radial Velocity,,,,,,,,,
GJ 163 c,GJ 163,1,3,Radial Velocity,,,,,,,,,
GJ 163 d,GJ 163,1,3,Radial Velocity,,,,,,,,,
GJ 179 b,GJ 179,1,1,Radial Velocity,3370.00,0.38,0.36,0.300,[Fe/H],-1.796,4.83,,
GJ 180 b,GJ 180,1,2,Radial Velocity,3371.00,,0.43,,,-1.900,,,
GJ 180 c,GJ 180,1,2,Radial Velocity,3371.00,,0.43,,,-1.900,,,
GJ 229 b,GJ 229,2,1,Radial Velocity,3564.00,,0.58,,,-1.600,,,
GJ 27.1 b,GJ 27.1,1,1,Radial Velocity,3542.00,,0.53,,,-1.600,,,
GJ 273 b,GJ 273,1,2,Radial Velocity,3382.00,0.29,0.29,0.090,[Fe/H],-2.060,,,
GJ 273 c,GJ 273,1,2,Radial Velocity,3382.00,0.29,0.29,0.090,[Fe/H],-2.060,,,
GJ 3021 b,GJ 3021,2,1,Radial Velocity,5540.00,0.90,0.90,0.100,[Fe/H],-0.180,4.70,,
GJ 3138 b,GJ 3138,1,3,Radial Velocity,3717.00,0.50,0.68,-0.300,[Fe/H],-1.300,,,
GJ 3138 c,GJ 3138,1,3,Radial Velocity,3717.00,0.50,0.68,-0.300,[Fe/H],-1.300,,,
GJ 3138 d,GJ 3138,1,3,Radial Velocity,3717.00,0.50,0.68,-0.300,[Fe/H],-1.300,,,
GJ 317 b,GJ 317,1,2,Radial Velocity,,,0.26,-0.230,[Fe/H],,,,
GJ 317 b,GJ 317,1,2,Radial Velocity,3510.00,,0.42,0.360,[Fe/H],,,5.000,
GJ 317 c,GJ 317,1,2,Radial Velocity,,,0.24,,,,,,
GJ 317 c,GJ 317,1,2,Radial Velocity,3510.00,,0.42,0.360,[Fe/H],,,5.000,
GJ 328 b,GJ 328,1,1,Radial Velocity,3900.00,,0.69,0.000,[M/H],,,,
GJ 3293 b,GJ 3293,1,4,Radial Velocity,3466.00,0.40,0.42,0.020,[Fe/H],-1.658,,,
GJ 3293 b,GJ 3293,1,4,Radial Velocity,3466.00,0.40,0.42,0.020,[Fe/H],-1.660,,,
GJ 3293 c,GJ 3293,1,4,Radial Velocity,3466.00,0.40,0.42,0.020,[Fe/H],-1.658,,,
GJ 3293 c,GJ 3293,1,4,Radial Velocity,3466.00,0.40,0.42,0.020,[Fe/H],-1.660,,,
GJ 3293 d,GJ 3293,1,4,Radial Velocity,3466.00,0.40,0.42,0.020,[Fe/H],-1.660,,,
GJ 3293 e,GJ 3293,1,4,Radial Velocity,3466.00,0.40,0.42,0.020,[Fe/H],-1.660,,,
GJ 3323 b,GJ 3323,1,2,Radial Velocity,3159.00,0.12,0.16,-0.270,[Fe/H],-2.600,,,
GJ 3323 c,GJ 3323,1,2,Radial Velocity,3159.00,0.12,0.16,-0.270,[Fe/H],-2.600,,,
GJ 3341 b,GJ 3341,1,1,Radial Velocity,3526.00,0.44,0.47,-0.090,[Fe/H],-1.538,,,
GJ 3470 b,GJ 3470,1,1,Radial Velocity,3552.00,0.50,0.50,,,0.036,4.74,,3.9893
GJ 3470 b,GJ 3470,1,1,Radial Velocity,3600.00,0.57,0.54,0.200,[Fe/H],,4.66,,4.1000
GJ 3470 b,GJ 3470,1,1,Radial Velocity,3652.00,0.48,0.51,0.180,[Fe/H],,4.78,2.500,6.5100
GJ 3470 b,GJ 3470,1,1,Radial Velocity,3600.00,0.50,0.54,,,-1.538,,1.650,
GJ 3470 b,GJ 3470,1,1,Radial Velocity,,0.53,0.56,,,,4.74,,5.4000
GJ 3470 b,GJ 3470,1,1,Radial Velocity,3600.00,0.55,0.54,0.200,[Fe/H],,4.70,,3.3000
GJ 3470 b,GJ 3470,1,1,Radial Velocity,3552.00,0.50,0.50,,,0.036,4.74,,3.9893
GJ 3470 b,GJ 3470,1,1,Radial Velocity,3552.00,0.50,0.50,,,0.036,4.74,,3.9893
GJ 3512 b,GJ 3512,1,1,Radial Velocity,3081.00,0.14,0.12,-0.070,[Fe/H],-2.800,,5.500,
GJ 357 b,GJ 357,1,3,Transit,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.6000
GJ 357 b,GJ 357,1,3,Transit,3505.00,0.35,,,,,4.91,,
GJ 357 c,GJ 357,1,3,Radial Velocity,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.6000
GJ 357 d,GJ 357,1,3,Radial Velocity,3505.00,0.34,0.34,-0.120,[Fe/H],-1.798,4.94,,13.6000
GJ 3634 b,GJ 3634,1,1,Radial Velocity,,0.43,0.45,,,-1.699,,5.000,
GJ 3779 b,GJ 3779,1,1,Radial Velocity,3324.00,0.28,0.27,0.000,[Fe/H],-2.060,5.05,,
GJ 3942 b,GJ 3942,1,1,Radial Velocity,3867.00,0.61,0.63,-0.040,[Fe/H],-1.120,4.65,,
GJ 3998 b,GJ 3998,1,2,Radial Velocity,3722.00,0.49,0.50,-0.160,[Fe/H],-1.400,4.77,,
GJ 3998 c,GJ 3998,1,2,Radial Velocity,3722.00,0.49,0.50,-0.160,[Fe/H],-1.400,4.77,,
GJ 411 b,GJ 411,1,1,Radial Velocity,3563.00,0.39,0.39,-0.380,[Fe/H],-1.660,,,
GJ 422 b,GJ 422,1,1,Radial Velocity,3323.00,,0.35,,,-2.000,,,
GJ 4276 b,GJ 4276,1,1,Radial Velocity,3387.00,0.41,0.41,0.120,[Fe/H],-1.710,4.97,6.900,
GJ 433 b,GJ 433,1,2,Radial Velocity,3600.00,,0.48,-0.220,[Fe/H],-1.469,,,
GJ 433 b,GJ 433,1,2,Radial Velocity,3472.00,,0.48,,,-1.700,,,
GJ 433 b,GJ 433,1,2,Radial Velocity,3461.00,0.50,0.59,-0.170,[Fe/H],,4.81,,
GJ 433 c,GJ 433,1,2,Radial Velocity,3472.00,,0.48,,,-1.700,,,
GJ 436 b,GJ 436,1,1,Radial Velocity,3500.00,,,0.000,[Fe/H],,4.50,,
GJ 436 b,GJ 436,1,1,Radial Velocity,3500.00,0.45,0.46,-0.030,[Fe/H],,4.79,,6.9300
GJ 436 b,GJ 436,1,1,Radial Velocity,3350.00,,,-0.150,[Fe/H],,4.43,,
GJ 436 b,GJ 436,1,1,Radial Velocity,3500.00,0.45,0.45,0.000,[Fe/H],,5.00,,
GJ 436 b,GJ 436,1,1,Radial Velocity,3456.00,0.43,0.42,,,0.023,4.80,,5.4528
GJ 436 b,GJ 436,1,1,Radial Velocity,,0.46,0.47,,,,4.79,,7.0000
GJ 436 b,GJ 436,1,1,Radial Velocity,3585.00,0.44,0.45,,,,4.84,,
GJ 436 b,GJ 436,1,1,Radial Velocity,3350.00,0.46,0.45,-0.030,[Fe/H],-1.585,4.84,6.000,6.4300
GJ 436 b,GJ 436,1,1,Radial Velocity,,,,,,,,,
GJ 436 b,GJ 436,1,1,Radial Velocity,3479.00,0.45,0.45,,,,,,
GJ 436 b,GJ 436,1,1,Radial Velocity,3456.00,0.43,0.42,,,0.023,4.80,,5.4528
GJ 436 b,GJ 436,1,1,Radial Velocity,3456.00,0.43,0.42,,,0.023,4.80,,5.4528
GJ 436 b,GJ 436,1,1,Radial Velocity,3456.00,0.43,0.42,,,0.023,4.80,,5.4528
GJ 436 b,GJ 436,1,1,Radial Velocity,3350.00,,0.44,-0.030,[M/H],-1.620,,,
GJ 436 b,GJ 436,1,1,Radial Velocity,,,0.41,,,,,3.000,
GJ 436 b,GJ 436,1,1,Radial Velocity,3416.00,0.46,0.56,0.020,[Fe/H],,4.84,,8.3300
GJ 436 b,GJ 436,1,1,Radial Velocity,,0.45,,,,,,,
GJ 436 b,GJ 436,1,1,Radial Velocity,,,0.45,-0.030,[Fe/H],,,,
GJ 504 b,GJ 504,1,1,Imaging,6234.00,,1.22,0.280,[Fe/H],0.332,4.60,0.160,
GJ 536 b,GJ 536,1,1,Radial Velocity,3685.00,0.50,0.52,-0.080,[Fe/H],-1.377,4.75,,
GJ 536 b,GJ 536,1,1,Radial Velocity,3674.00,0.51,0.51,,,0.042,4.73,,3.8618
GJ 581 b,GJ 581,1,3,Radial Velocity,,0.29,0.31,-0.250,[Fe/H],-1.886,,2.000,
GJ 581 b,GJ 581,1,3,Radial Velocity,,,,,,,,,
GJ 581 b,GJ 581,1,3,Radial Velocity,3396.00,0.33,0.31,,,0.013,4.89,,8.6705
GJ 581 b,GJ 581,1,3,Radial Velocity,3396.00,0.33,0.31,,,0.013,4.89,,8.6705
GJ 581 b,GJ 581,1,3,Radial Velocity,,0.29,0.31,,,-1.900,,4.300,
GJ 581 c,GJ 581,1,3,Radial Velocity,,0.29,0.31,,,-1.900,,4.300,
GJ 581 c,GJ 581,1,3,Radial Velocity,3396.00,0.33,0.31,,,0.013,4.89,,8.6705
GJ 581 c,GJ 581,1,3,Radial Velocity,,,,,,,,,
GJ 581 c,GJ 581,1,3,Radial Velocity,3396.00,0.33,0.31,,,0.013,4.89,,8.6705
GJ 581 e,GJ 581,1,3,Radial Velocity,,,,,,,,,
GJ 581 e,GJ 581,1,3,Radial Velocity,3396.00,0.33,0.31,,,0.013,4.89,,8.6705
GJ 581 e,GJ 581,1,3,Radial Velocity,3396.00,0.33,0.31,,,0.013,4.89,,8.6705
GJ 581 e,GJ 581,1,3,Radial Velocity,,0.29,0.31,,,-1.900,,4.300,
GJ 625 b,GJ 625,1,1,Radial Velocity,3499.00,0.31,0.30,-0.380,[Fe/H],-1.894,4.94,,
GJ 649 b,GJ 649,1,1,Radial Velocity,3700.00,,0.54,0.080,[Fe/H],,,,
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,3350.00,,0.33,-0.550,[Fe/H],-1.863,4.69,2.000,
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,3650.00,,,,,,,,
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,,,,,,,,,
GJ 667 C b,GJ 667 C,3,5,Radial Velocity,3650.00,,,,,,,,
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,3650.00,,,,,,,,
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,,,,,,,,,
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,3650.00,,,,,,,,
GJ 667 C c,GJ 667 C,3,5,Radial Velocity,3350.00,,0.33,-0.550,[Fe/H],-1.863,4.69,2.000,
GJ 667 C e,GJ 667 C,3,5,Radial Velocity,3350.00,,0.33,-0.550,[Fe/H],-1.863,4.69,2.000,
GJ 667 C f,GJ 667 C,3,5,Radial Velocity,3350.00,,0.33,-0.550,[Fe/H],-1.863,4.69,2.000,
GJ 667 C g,GJ 667 C,3,5,Radial Velocity,3350.00,,0.33,-0.550,[Fe/H],-1.863,4.69,2.000,
GJ 674 b,GJ 674,1,1,Radial Velocity,3600.00,,0.35,-0.280,[Fe/H],-1.796,,0.550,
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,,,,,,,,,
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,,,,,,,,,
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,,,0.71,0.230,[Fe/H],,,,
GJ 676 A b,GJ 676 A,2,4,Radial Velocity,3734.00,0.69,0.73,0.080,[Fe/H],,4.62,,
GJ 676 A c,GJ 676 A,2,4,Radial Velocity,,,,,,,,,
GJ 676 A d,GJ 676 A,2,4,Radial Velocity,,,,,,,,,
GJ 676 A d,GJ 676 A,2,4,Radial Velocity,,,0.71,0.230,[Fe/H],,,,
GJ 676 A e,GJ 676 A,2,4,Radial Velocity,,,0.71,0.230,[Fe/H],,,,
GJ 676 A e,GJ 676 A,2,4,Radial Velocity,,,,,,,,,
GJ 682 b,GJ 682,1,2,Radial Velocity,3028.00,,0.27,,,-2.700,,,
GJ 682 c,GJ 682,1,2,Radial Velocity,3028.00,,0.27,,,-2.700,,,
GJ 685 b,GJ 685,1,1,Radial Velocity,3816.00,0.54,0.55,-0.150,[Fe/H],-1.253,4.72,,
GJ 687 b,GJ 687,1,1,Radial Velocity,3340.00,0.43,0.45,0.150,[Fe/H],,4.82,,
GJ 687 b,GJ 687,1,1,Radial Velocity,3413.00,0.42,0.41,,,-1.672,,,
GJ 832 b,GJ 832,1,2,Radial Velocity,,0.44,0.44,,,0.000,4.79,,5.0815
GJ 832 b,GJ 832,1,2,Radial Velocity,3657.00,0.48,0.45,-0.700,[Fe/H],,4.70,,
GJ 832 b,GJ 832,1,2,Radial Velocity,3472.00,,0.45,-0.300,[Fe/H],-1.585,4.70,,
GJ 832 c,GJ 832,1,2,Radial Velocity,3472.00,,0.45,-0.300,[Fe/H],-1.585,4.70,,
GJ 849 b,GJ 849,1,1,Radial Velocity,,,0.49,0.160,[Fe/H],,,3.000,
GJ 849 b,GJ 849,1,1,Radial Velocity,3241.00,0.53,0.65,0.240,[Fe/H],,4.80,,
GJ 849 b,GJ 849,1,1,Radial Velocity,,,0.49,,,-1.553,,,
GJ 849 b,GJ 849,1,1,Radial Velocity,3407.00,0.46,0.46,,,0.026,4.77,,4.6202
GJ 86 b,GJ 86,2,1,Radial Velocity,5151.00,,0.77,-0.268,[Fe/H],,4.59,,
GJ 86 b,GJ 86,2,1,Radial Velocity,,,0.80,,,,,,
GJ 86 b,GJ 86,2,1,Radial Velocity,5182.00,0.77,0.93,-0.220,[Fe/H],,4.63,,
GJ 876 b,GJ 876,1,4,Radial Velocity,,,0.37,,,,,,
GJ 876 b,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 876 b,GJ 876,1,4,Radial Velocity,,,0.33,0.050,[Fe/H],-1.886,,2.550,
GJ 876 b,GJ 876,1,4,Radial Velocity,,0.30,0.32,,,-1.910,,1.000,
GJ 876 b,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 876 b,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 876 b,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 876 c,GJ 876,1,4,Radial Velocity,,0.30,0.32,,,-1.910,,1.000,
GJ 876 c,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 876 c,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 876 c,GJ 876,1,4,Radial Velocity,,,0.33,0.050,[Fe/H],-1.886,,2.550,
GJ 876 c,GJ 876,1,4,Radial Velocity,,,0.37,,,,,,
GJ 876 c,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 876 d,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 876 d,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 876 d,GJ 876,1,4,Radial Velocity,,,0.37,,,,,,
GJ 876 d,GJ 876,1,4,Radial Velocity,,0.30,0.32,,,-1.910,,1.000,
GJ 876 d,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 876 d,GJ 876,1,4,Radial Velocity,,,0.33,0.050,[Fe/H],-1.886,,2.550,
GJ 876 e,GJ 876,1,4,Radial Velocity,,0.30,0.32,,,-1.910,,1.000,
GJ 876 e,GJ 876,1,4,Radial Velocity,,,0.37,,,,,,
GJ 876 e,GJ 876,1,4,Radial Velocity,3271.00,0.35,0.34,,,0.013,4.87,,7.7070
GJ 96 b,GJ 96,1,1,Radial Velocity,3785.00,,0.60,0.140,[Fe/H],-1.052,,,
GJ 9827 b,GJ 9827,1,3,Transit,4269.00,0.61,0.61,-0.500,[m/H],,4.65,,3.7600
GJ 9827 b,GJ 9827,1,3,Transit,4255.00,0.60,0.61,-0.280,[Fe/H],,4.70,,3.9700
